place_id,name,address,phone,international_phone,website,rating,total_reviews,types,matched_keyword,vicinity,score,_tier
ChIJRQEqxRymXZQRMHuHB1oPjNo,Gomez Abente Construcciones,"Prof. Emiliano Gómez Rios 1255, Asunción 001527, Paraguay",(021) 604 960,+595 21 604 960,http://www.gomezabente.com.py/,4.7,133,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,45,B
ChIJBbDavq6yXZQRPplRZy3Lzgk,Great Asunción University Central Headquarters,"D027, Kapi'atã 110235, Paraguay",0984 137917,+595 984 137917,http://www.unigran.edu.py/,4.7,115,"['establishment', 'point_of_interest', 'university']",universidad,,45,B
ChIJu2eeffKoXZQRyo5rgJgXsE8,Guarani Hispanic University,"Av. República Argentina casi, Asunción 3379, Paraguay",(021) 615 951,+595 21 615 951,http://uhg.edu.py/,4.8,77,"['establishment', 'point_of_interest', 'university']",universidad,,45,B
ChIJlwPnjsOnXZQREqlCkWyptUo,Datasystems S.A.E.C.A.,"Perú 1055 casi, Asunción 001217, Paraguay",(021) 213 347,+595 21 213 347,https://www.data.com.py/,4.5,193,"['establishment', 'point_of_interest']",software,,45,B
ChIJtcg4rR2mXZQRGNnOXGAQdXU,TEISA,"Edificio comercial, Cecilio da Silva Lovera 1001, Asunción 001527, Paraguay",(021) 616 4000,+595 21 616 4000,http://www.teisa.com.py/,4.5,109,"['establishment', 'point_of_interest']",empresa tecnologia paraguay,,45,B
ChIJbRFE-gOpXZQRDTWVZH_KnFA,Ruíz Díaz Enciso-Oficina de Abogados,"Asunción 001414, Paraguay",,,http://ronaldruizdiaz.wixsite.com/rdruizdiazenciso,5.0,1,"['establishment', 'point_of_interest']",firma abogados paraguay,,45,B
ChIJJVVPuIWpXZQRmRzjTaAuokk,Creative Hub,"Edificio Sky Park, San Juan XXIII, Asunción 001527, Paraguay",0981 746445,+595 981 746445,https://www.creativehub.com.py/,5.0,56,"['establishment', 'point_of_interest']",marketing digital,,45,B
ChIJJxN7zzCvXZQRX8BU1HeBVMY,Designerlo - Marketing Digital,"Tte. Centeno, Fernando de la Mora 2300, Paraguay",0992 909464,+595 992 909464,https://designerlo.com/,4.7,130,"['establishment', 'point_of_interest']",marketing digital,,45,B
ChIJzSnhxmipXZQRkg4jQUdEQNQ,Iotech Innovación & Tecnología,"Moisés Bertoni 776 c, Asunción 001411, Paraguay",0972 300874,+595 972 300874,,5.0,1,"['establishment', 'point_of_interest']",empresa tecnologia paraguay,,45,B
ChIJs0mE6jOmXZQRoBvwE5uPlhw,University of the Integration of the Americas,"Av. Venezuela 1353 casi, Asunción 001206, Paraguay",(021) 288 9000,+595 21 288 9000,http://www.unida.edu.py/,4.3,405,"['establishment', 'point_of_interest', 'university']",universidad,,45,B
ChIJCdTj3WylXZQRwQR63-pKr3o,marruecos paraguay abogados,"RutaTranschaco km 15, 5, Mariano Roque Alonso 111019, Paraguay",0994 850196,+595 994 850196,,4.4,5,"['establishment', 'lawyer', 'point_of_interest']",firma abogados paraguay,,40,B
ChIJ-VJSih-mXZQRAEuX8CrqzbY,Cast S.A.,"Avenida Aviadores del Chaco Aviadores del Chaco 2806 y Cañada del Carmen Edificio Plaza Center Molas Lopez, Asunción 001401, Paraguay",(021) 238 1100,+595 21 238 1100,https://www.cast.com.py/,4.7,63,"['establishment', 'point_of_interest']",software,,40,B
ChIJFVC_tIKoXZQR3W18Md3f62k,KONECTA S.A,"planta baja, Edificio Don Carlos, Av. Sacramento 476 casi, Asunción 1805, Paraguay",(021) 611 191,+595 21 611 191,https://www.konecta.com.py/,4.6,72,"['establishment', 'point_of_interest']",software,,40,B
ChIJ-wsb9zumXZQR-9Wm5-J2QJM,Instituto de Previsión Social,"Santisimo Sacramento, Asunción 001531, Paraguay",(021) 290 136,+595 21 290 136,http://www.ips.gov.py/,3.2,639,"['establishment', 'health', 'hospital', 'point_of_interest']",banco,,40,B
ChIJ6x-D3ESmXZQR0wxjVkdF3wM,Banco FAMILIAR trinidad,"PCV8+GFR, Av. Gral. José Gervasio Artigas, Asunción 001518, Paraguay",0991 502682,+595 991 502682,,3.3,32,"['bank', 'establishment', 'finance', 'point_of_interest']",banco,,40,B
ChIJmUl2d8-nXZQRMh8SA8BPEDM,AGB Constructora S.A.,"Quesada, Asunción 001412, Paraguay",(021) 201 791,+595 21 201 791,,4.9,57,"['establishment', 'point_of_interest']",constructora,,40,B
ChIJ-1dWuMmnXZQR2_RhUTmNkFQ,Jimenez Gaona y Lima S.A.,"Av. Gral. José Gervasio Artigas N° 3443, Asunción 001517, Paraguay",(021) 210 686,+595 21 210 686,http://www.jgl.com.py/,4.6,82,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,40,B
ChIJ3Usq9uapXZQR_CTZMOXoFPo,ueno bank - Centro de experiencia Asunción,"Av. Sta. Teresa N° 1827, Asunción 001410, Paraguay",(021) 618 8000,+595 21 618 8000,https://www.ueno.com.py/,2.3,697,"['bank', 'establishment', 'finance', 'point_of_interest']",banco,,40,B
ChIJJe2YsJmoXZQRovFLMXK2DKg,Interfisa Banco,"Av. Mariscal López 3750, Asunción 001412, Paraguay",(021) 600 352,+595 21 600 352,,2.7,26,"['bank', 'establishment', 'finance', 'point_of_interest']",banco,,40,B
ChIJU1nJGK2oXZQRXU5WJ897YX4,Sede Social de Jubilados Bancarios,"PC6W+XGH, Av. Sta. Teresa, Asunción 001402, Paraguay",(021) 439 7501,+595 21 439 7501,,4.4,1289,"['establishment', 'point_of_interest']",banco privado paraguay,,40,B
ChIJLWibeeenXZQRFFrBjEX5yGE,Sanatorio Migone,"Eligio Ayala 1293, Asunción 1541, Paraguay",(021) 218 2000,+595 21 218 2000,http://www.sanatoriomigone.com.py/,3.7,318,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,40,B
ChIJtQlZKuSnXZQRaB7IHxcH6jA,Private Children's Institute,"P96F+764, Azara, Asunción 001220, Paraguay",(021) 211 203,+595 21 211 203,https://www.facebook.com/IPNInstitutoPrivado/,4.3,112,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,40,B
ChIJKR0BtvynXZQRmD1pDL45Xjs,Sanatorio Británico,"Parapití 1155, Asunción 1001, Paraguay",(021) 379 8000,+595 21 379 8000,https://www.britanico.com.py/,3.3,411,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,40,B
ChIJYdrhTJqoXZQRewTxir98vXs,Peroni Sosa Tellechea Burt & Narvaja,"Dr. Juan Eulogio Estigarribia 4846 esq, Asunción 1892, Paraguay",(021) 319 9000,+595 21 319 9000,http://www.pstbn.com.py/,4.7,57,"['establishment', 'lawyer', 'point_of_interest']",abogado,,40,B
ChIJEQL5UzWnXZQRti7Nv03h1YE,Consultora PRO CAMPO,"PCHM+VX3, Ing. Prof. Nicolás Krisvoschein, Asunción 001520, Paraguay",,,,5.0,3,"['establishment', 'point_of_interest']",consultora,,40,B
ChIJW3sKdwCpXZQRuu-0LlnTt0Y,Consultora S.O.,"PC7J+FRW, Pablo Alborno, Asunción 001410, Paraguay",,,,5.0,1,"['establishment', 'point_of_interest']",consultora,,40,B
ChIJU8dbMpunXZQRo_qfMXUKYZM,Avatar Technology,"Av. Gral. José Gervasio Artigas 2080 c, Asunción 0000, Paraguay",0992 976280,+595 992 976280,https://www.facebook.com/profile.php?id=61552175622828&mibextid=ZbWKwL,3.7,6,"['electronics_store', 'establishment', 'point_of_interest', 'store']",technology,,40,B
ChIJfxs20qCoXZQR3OGHP9hn5ZQ,Direct Technologies,"Pitiantuta 173, Asunción 001208, Paraguay",(021) 232 848,+595 21 232 848,,4.3,15,"['establishment', 'point_of_interest']",technology,,40,B
ChIJdbayTWymXZQReHlUNLyXeYk,SIT - Seguridad Inteligencia y Tecnología,"Av Primer Presidente 2126 casi Itaupua, Av. Primer Presidente 2128, Asunción 001521, Paraguay",(021) 298 600,+595 21 298 600,,4.2,571,"['establishment', 'point_of_interest']",technology,,40,B
ChIJGSCtz5yoXZQRVoMgDegGLos,University Sustainable Development - UDS,"Av. Mariscal López 2929 esq, Asunción 1805, Paraguay",(021) 600 973,+595 21 600 973,http://www.uds.edu.py/,4.7,67,"['establishment', 'point_of_interest', 'university']",universidad privada paraguay,,40,B
ChIJQe-zK6KoXZQRXvh2NYq2LrA,"Jobs ""Experts in Human Resources""","Sucre 1617 Avenida General José de San Martín, Asunción 001408, Paraguay",,,http://www.jobs.com.py/,4.4,367,"['establishment', 'point_of_interest']",consultora recursos humanos paraguay,,40,B
ChIJRW0xLOCnXZQRNaGDesx2a14,Sanatorio Adventista de Asunción,"Silvio Pettirossi 380 c, Asunción 001221, Paraguay",(021) 219 6000,+595 21 219 6000,http://www.sanatorioadventista.com.py/,3.9,249,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,40,B
ChIJo7XdTdGnXZQR6c1g9s0MF28,Livieres Guggiari,"Pitiantuta 640, Asunción 001208, Paraguay",(021) 221 478,+595 21 221 478,http://www.livieresg.com.py/,4.6,56,"['establishment', 'lawyer', 'point_of_interest']",abogado,,40,B
ChIJKQTE8s2lXZQRi-KDFE7XOjw,EVOLUTECH,"595, Asunción 001507, Paraguay",0971 886644,+595 971 886644,,3.8,35,"['electronics_store', 'establishment', 'point_of_interest', 'store']",technology,,40,B
ChIJK-68gbeuXZQRfpim3dnb_vc,German Paraguayan University,"Lopez de Vega, San Lorenzo 111439, Paraguay",(021) 524 214,+595 21 524 214,http://www.upa.edu.py/,4.7,79,"['establishment', 'point_of_interest', 'university']",universidad privada paraguay,,40,B
ChIJJfHGNiGmXZQRniIeX7BzVs8,Prana,"José A. Moreno González 1250, Asunción 001528, Paraguay",(021) 660 538,+595 21 660 538,https://www.prana.com.py/,4.6,58,"['establishment', 'point_of_interest']",marketing digital,,40,B
ChIJ1ZTWZ62oXZQRnDDH8zIF0u8,ueno bank MATRIX,"Av. Sta. Teresa, Asunción 001410, Paraguay",(021) 618 8000,+595 21 618 8000,https://www.ueno.com.py/,4.3,192,"['bank', 'establishment', 'finance', 'point_of_interest']",banco,,40,B
ChIJwy2kO6eoXZQRrPsPKpiE9j0,Banco Continental Aviadores,"Av. Aviadores del Chaco, Asunción 001529, Paraguay",(021) 608 416,+595 21 608 416,,2.9,24,"['bank', 'establishment', 'finance', 'point_of_interest']",banco,,40,B
ChIJ4e35ghimXZQRrAhX3yv9q3k,Central Bank of Paraguay,"Federación Rusa y, Asunción 1767, Paraguay",(021) 608 011,+595 21 608 011,http://www.bcp.gov.py/,4.4,177,"['bank', 'establishment', 'finance', 'point_of_interest']",banco,,40,B
ChIJ7cjCHTKmXZQRTVLoUvnFqmI,Institute of Tropical Medicine,"PCC4+RPC, Asunción 001535, Paraguay",(021) 292 463,+595 21 292 463,http://www.mspbs.gov.py/imt,4.4,175,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica medica,,40,B
ChIJDWcWmXioXZQR_ryU1NAyrX4,TECINCI,"Av. Mariscal López 4877, Asunción 001407, Paraguay",0981 590000,+595 981 590000,http://www.tecinci.com.py/,4.7,70,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,40,B
ChIJkUrP9RGmXZQRSQr85-GFe1A,MAFADO S.A.,"Auditores de la Guerra del Chaco 169, Asunción 001521, Paraguay",(021) 284 050,+595 21 284 050,http://mafado.com.py/,4.6,57,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,40,B
ChIJATz4p-CnXZQRcoM8cYc0UzI,UNASUR,"Cerro Corá 1483, Asunción 001220, Paraguay",(021) 232 750,+595 21 232 750,,4.3,259,"['establishment', 'point_of_interest', 'university']",universidad,,40,B
ChIJYyD9-XCpXZQRWC9MMsJhqbg,La Costa Lynch,"MCRW+59W, Victor Heyn, Asunción 001418, Paraguay",(021) 658 3000,+595 21 658 3000,http://www.lacostalynch.com.py/,3.5,240,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica medica,,40,B
ChIJE4hlTsyvXZQRJjXKW0JrPhM,Sanatorio Internacional,"PGJ5+F6V, 14 De Mayo, Luque 110930, Paraguay",(021) 729 1444,+595 21 729 1444,http://www.sanatoriointernacional.com.py/,3.3,152,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,35,C
ChIJLeYpXP6pXZQREypTKv28Cwg,Cibis Consultores - Consultora Pallotti Py,"Rio Pilcomayo 1.780 casi, Asunción 001521, Paraguay",0971 280100,+595 971 280100,http://www.cibisconsultores.com/,0.0,0,"['establishment', 'point_of_interest']",consultora,,35,C
ChIJG9X8XjKmXZQR9ume-nkliUA,ITCS S.A.,"Sgto. José León Gauto 289, Asunción 001206, Paraguay",(021) 728 8222,+595 21 728 8222,https://www.itcs.com.py/,4.8,42,"['establishment', 'point_of_interest']",technology,,35,C
ChIJnbYr7TanXZQRc2bfK18_r4k,Talentum - Consultora de RRHH,"San Francisco 753 casi Siria Asuncion, Asunción 1429, Paraguay",0983 259081,+595 983 259081,,4.0,1,"['establishment', 'point_of_interest']",consultora recursos humanos paraguay,,35,C
ChIJMzT8I2CoXZQRPxNV9oOcaAk,Potencial Humano S.A.,"Gral. Torreani Viera 343, Asunción 001412, Paraguay",0976 399600,+595 976 399600,https://www.potencialhumano.com.py/,4.8,32,"['establishment', 'point_of_interest']",consultora recursos humanos paraguay,,35,C
ChIJSxvj_yqmXZQRPvNdlQ6LcBU,Infocenter SAE - Gold Partner de SAP en Paraguay,"Av. España 2287, Asunción 001207, Paraguay",(021) 226 016,+595 21 226 016,http://www.infocenter.com.py/,4.4,57,"['establishment', 'point_of_interest']",software,,35,C
ChIJf7hoqsynXZQRdLg4bB_XkIY,Sanatorio Santa Julia,"Av. Brasilia 1182, Asunción 001206, Paraguay",(021) 236 5000,+595 21 236 5000,http://www.santajulia.com.py/,3.5,183,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,35,C
ChIJWzLlZ5ipXZQROpgXNFRtxOM,Paixao & Asociados.,"Rafael Barret 5691, Asunción 001420, Paraguay",0981 998336,+595 981 998336,https://paixao-asociados.com/,5.0,24,"['establishment', 'lawyer', 'point_of_interest']",abogado,,35,C
ChIJqw-AQQenXZQR-8lTgeomDJA,Re/MaxCONTIGO,"PCFR+HFJ, Prócer Juan Manuel Iturbe 392, Asunción 001526, Paraguay",0983 282444,+595 983 282444,http://www.contigo.com.py/,4.9,35,"['establishment', 'point_of_interest', 'real_estate_agency']",inmobiliaria,,35,C
ChIJGfSfmNunXZQRmM2s7V_8R1Q,Sanatorio Americano,"Av. España 935 c, Asunción 001209, Paraguay",(021) 200 226,+595 21 200 226,http://www.doctosalud.com.py/,4.4,58,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,35,C
ChIJ____2iqmXZQRZwNiyOAMnuY,Sanatorio Italiano,"Av. España, Asunción 001207, Paraguay",(021) 214 260,+595 21 214 260,https://facebook.com/pages/Sanatorio-Italiano/121722121241869,3.7,145,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,35,C
ChIJp5gsjN2nXZQRJVmeyJiQK2s,Sanatorio San Roque,"Eligio Ayala 1383, Asunción 001218, Paraguay",(021) 248 9000,+595 21 248 9000,http://www.sanroque.com.py/,3.6,122,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,35,C
ChIJw5-KheGnXZQRbGv36lgfLsA,Sanatorio AMSA,"Tte. Fariña &, Capitán Figari, Asunción 1221, Paraguay",(021) 235 2000,+595 21 235 2000,http://www.amsa.com.py/,3.2,199,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,35,C
ChIJuzwhE6ioXZQRqfeETt6TVe0,Asociación de Bancos del Paraguay,"Olegario Víctor Andrade, &, Asunción 001411, Paraguay",0974 222333,+595 974 222333,http://www.asoban.org.py/,0.0,0,"['establishment', 'point_of_interest']",banco privado paraguay,,35,C
ChIJcSByWoSpXZQRNQlke08dGIs,Altea Desarrollos S.A,"Facundo Machain 5952, Asunción 001415, Paraguay",0994 565690,+595 994 565690,https://alteadesarrollos.com.py/,4.8,31,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,35,C
ChIJfUg8A8KoXZQRPqwWNwg1hkQ,DC Engineering S.A.,"J. B. Rivarola Matto 6067, Asunción 001420, Paraguay",(021) 608 729,+595 21 608 729,http://www.dcingenieria.com.py/,4.2,86,"['establishment', 'point_of_interest']",ingenieria,,35,C
ChIJiX_yIbCoXZQRh_80iWhiq1A,Hospital Universitario Ntra. Ms. Asuncion,"Eusebio Lilio, Asunción 001409, Paraguay",(021) 729 0042,+595 21 729 0042,http://hospitaluniversitario.edu.py/,3.4,111,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica medica,,35,C
ChIJbzHLRLyoXZQRmSi4qpnzu1k,Villa Morra Migone clinic,"Ulrico Schmidel esq, Asunción 001416, Paraguay",(021) 218 2000,+595 21 218 2000,https://smm.com.py/,3.7,187,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica medica,,35,C
ChIJJRU9BpuoXZQRyIFQYn7C76k,Estudio Jurídico LEGALS,"Dr. Juan Eulogio Estigarribia 4670, Asunción 001412, Paraguay",(021) 615 2356,+595 21 615 2356,http://www.legals.com.py/,4.8,23,"['establishment', 'point_of_interest']",estudio juridico paraguay,,35,C
ChIJbwFdi7WnXZQRcUaepAGY7FA,CENTURY SYSTEMS S.A.,"Av. Venezuela 1543, Asunción 001206, Paraguay",0985 450867,+595 985 450867,https://www.century.com.py/,4.2,86,"['establishment', 'point_of_interest']",software,,35,C
ChIJ3Q_oPoyoXZQRpYQyuSd9PGQ,Dirección General de Talento Humano - Dirección de Gestión del Personal.,"MCV5+RG6, Asunción 001421, Paraguay",(021) 615 416,+595 21 615 416,,4.6,85,"['establishment', 'point_of_interest']",consultora recursos humanos paraguay,,35,C
ChIJta8Q-himXZQRzevdqtj2Kk4,Garabato Creative Agency,"Cdad. de Corrientes 939, Asunción 001528, Paraguay",(021) 608 191,+595 21 608 191,,4.6,56,"['establishment', 'point_of_interest']",agencia marketing paraguay,,35,C
ChIJn2mNR5ioXZQR5I16VhkasKw,GNB Bank,"PC48+W9X, Av. Mariscal López, Asunción 001412, Paraguay",(061) 83000,+595 61 83000,https://www.bancognb.com.py/,3.8,156,"['bank', 'establishment', 'finance', 'point_of_interest']",banco,,35,C
ChIJa28Ww9yoXZQRjgkogHXyDSE,ueno bank x Multiplaza,"Av. Eusebio Ayala 4501, Asunción 001419, Paraguay",(021) 618 8000,+595 21 618 8000,https://www.ueno.com.py/,3.9,119,"['bank', 'establishment', 'finance', 'point_of_interest']",banco,,35,C
ChIJmXc2cEWmXZQRNXog5XF33mM,Banco Continental,"PCR7+VCH, Asunción 001517, Paraguay",,,,3.5,24,"['bank', 'establishment', 'finance', 'point_of_interest']",banco,,35,C
ChIJL9-py0CmXZQRoAT2E3maAW4,TECMONT SA,"Asunción 001531, Paraguay",(021) 285 014,+595 21 285 014,http://www.tecmontsa.com/,4.3,50,"['establishment', 'general_contractor', 'point_of_interest']",ingenieria,,35,C
ChIJG4eovseoXZQRpByR2gM6y-4,CIA S.A.,"Waldino Ramón Lovera 540, Asunción 001416, Paraguay",(021) 602 926,+595 21 602 926,http://www.cia.com.py/,4.4,54,"['establishment', 'point_of_interest']",ingenieria,,35,C
ChIJD2IcusmnXZQRw50x4RG6JE8,DATALAB | Soluciones Tecnológicas Corporativas,"Av. Gral. José Gervasio Artigas 2180, Asunción 001203, Paraguay",(021) 209 126,+595 21 209 126,,4.2,105,"['establishment', 'point_of_interest']",software,,35,C
ChIJOWyS5SmmXZQRmqOyvnstC74,La Fábrica de las Palabras Escuela de Transformación Digital,"Santa Rosa 347, Av. España casi, Asunción 1412, Paraguay",0972 183404,+595 972 183404,http://www.lafabricadelaspalabras.com/,5.0,23,"['establishment', 'point_of_interest']",marketing digital,,35,C
ChIJxS_kOf-vXZQR2Z_4wokI9m4,Propio - Facilitadores de Viviendas,"001520 casi yasy, Av. Dr. Felipe Molas López, Asunción 001520, Paraguay",,,,4.4,244,"['establishment', 'point_of_interest', 'real_estate_agency']",inmobiliaria paraguay,,35,C
ChIJn6q9F8OoXZQRydsgN5jRb_E,Constructora Chaves Hausman S.A,"R.I.18 Pitiantuta 1476 CASI, Asunción 1876, Paraguay",(021) 514 322,+595 21 514 322,http://www.cchsa.com.py/,4.3,51,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,35,C
ChIJswbhnFGvXZQRPQfLA598PFc,Century 21 FOCUS Paraguay,"Sinforiano Buzó Gómez 223 Casi, Asunción 001403, Paraguay",0981 165252,+595 981 165252,https://century21.com.py/inmobiliaria/50-century-21-focus-ytay-asuncion-paraguay,4.9,35,"['establishment', 'point_of_interest']",inmobiliaria paraguay,,35,C
ChIJ_au_HSOpXZQRDGA3vnRaXvE,Escalada Estudio Jurídico,"Av. Aviadores del Chaco, Asunción 001527, Paraguay",0982 349780,+595 982 349780,https://escalada.com.py/,5.0,5,"['accounting', 'establishment', 'finance', 'lawyer', 'point_of_interest']",abogado,,30,C
ChIJ29PC3YWuXZQRrxl4xGRi2ZQ,"Sanatorio Santo Domingo, SAN LORENZO","Sanatorio Santo Domingo, PY02 1190, San Lorenzo 111422, Paraguay",(021) 574 686,+595 21 574 686,https://www.facebook.com/1445486469047555/posts/pfbid0q7kK38rna8ioB4nWzZUukcSqu3WDfmNtGc77SiSPEkQwJuLNX77PBkTitGXQLP35l/,3.3,94,"['establishment', 'health', 'hospital', 'point_of_interest', 'store']",clinica privada paraguay,,30,C
ChIJBWGcBa-oXZQRHrL7FgsgAxI,Stark Tecnologia S.A.,"Bruselas 2480, Asunción 001410, Paraguay",(021) 664 701,+595 21 664 701,http://www.stark.com.py/,4.8,13,"['establishment', 'point_of_interest', 'store']",technology,,30,C
ChIJy4o72mGoXZQRibHo7NqF-_E,Sanatorio San Lucas,"Av. Eusebio Ayala, Asunción 001231, Paraguay",(021) 729 1600,+595 21 729 1600,http://www.sanlucas.com.py/,3.7,96,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,30,C
ChIJCzb1pGWnXZQRmqF7SrpskYk,"Oviedo Quintana, Abogado","Florencio López 6057 c, Asunción 001511, Paraguay",0981 213066,+595 981 213066,,0.0,0,"['establishment', 'lawyer', 'point_of_interest']",abogado,,30,C
ChIJQ6alNLyoXZQRMwVYO5bsU70,REDi,"piso 9, Edificio Trading Park, Edificio Traiding Park, Av. Aviadores del Chaco 3207, Asunción 001524, Paraguay",0994 451263,+595 994 451263,http://www.redi.com.py/,4.5,45,"['establishment', 'point_of_interest']",consultora recursos humanos paraguay,,30,C
ChIJG__cB--nXZQRU3AM4ofGFrM,T3X,"Av. Gral. José Gervasio Artigas, Asunción 001515, Paraguay",0972 382264,+595 972 382264,https://t3x.com.py/,4.7,49,"['electronics_store', 'establishment', 'point_of_interest', 'store']",technology,,30,C
ChIJnYd4LP6lXZQRvuGufCEkOUc,SOFTEC,"Arquitecto Miguel Angel Alfaro 499 esquina, Asunción 001521, Paraguay",0974 504400,+595 974 504400,http://www.softec.com.py/,4.6,25,"['establishment', 'point_of_interest']",software,,30,C
ChIJAwK6IMqoXZQR0MFVMFjF-SQ,LA OFFI S.A.,"Profesor Ingeniero, Prof. Dr. Francisco Fernández 610 esquina, Asunción 001520, Paraguay",0984 944657,+595 984 944657,http://www.laoffi.com.py/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2052450647632464947,4.7,35,"['establishment', 'point_of_interest']",consultora recursos humanos paraguay,,30,C
ChIJn8eBv4OpXZQR-gvEbIFJLe4,sat technology,"Lapacho 163, Asunción 0145, Paraguay",0986 138163,+595 986 138163,,0.0,0,"['establishment', 'point_of_interest']",technology,,30,C
ChIJQapp5zenXZQRByXysLn51K8,Dev Lab | By G.Digital,"Rca. Dominicana y, Asunción 001435, Paraguay",0982 547184,+595 982 547184,https://gdigital.com.py/dev,5.0,10,"['establishment', 'point_of_interest']",software,,30,C
ChIJQSCdWMyoXZQREGzjsZjgMdk,ULTRA Real Estate,"Asunción 001417, Paraguay",(021) 328 8696,+595 21 328 8696,http://www.ultrarealestate.com.py/,4.6,29,"['establishment', 'point_of_interest', 'real_estate_agency']",inmobiliaria,,30,C
ChIJYdcKdWqnXZQR0Qy_f7U70Gc,Century 21 Wilson-Chihan,"Ntra. Sra. del Carmen n° 245 casi, Asunción 001530, Paraguay",0991 702714,+595 991 702714,https://century21.com.py/,4.6,26,"['establishment', 'point_of_interest', 'real_estate_agency']",inmobiliaria,,30,C
ChIJUav-R_OnXZQR_ZmemMOb8RI,Estudio Jurídico Gross Brown,"Benjamin Constant 624, Asunción 001013, Paraguay",(021) 444 426,+595 21 444 426,https://www.grossbrown.com.py/,4.7,41,"['establishment', 'point_of_interest']",abogado,,30,C
ChIJSXz-M-enXZQRJAoXTa3Um-o,Estudio Jurídico GGBSL,"III – Piso 13, Edificio Aymac, Roque Centurión Miranda 1639 c, Asunción 1545, Paraguay",0981 256034,+595 981 256034,https://www.ggbsl.com/,4.9,11,"['establishment', 'point_of_interest']",estudio juridico paraguay,,30,C
ChIJwciBiUuvXZQRX9OOZhgiqDI,LE INGENIERIA S.A,"PF42+76X, Av. Sta. Teresa, Asunción 001404, Paraguay",0982 335600,+595 982 335600,http://www.facebook.com/LEINGENIERIASA,4.7,23,"['establishment', 'general_contractor', 'point_of_interest']",ingenieria,,30,C
ChIJA_qUTuOoXZQRymvyK8JKdWs,TES Ingenieria,"Asunción 001426, Paraguay",(021) 553 407,+595 21 553 407,http://www.tesingenieria.com.py/,4.6,23,"['establishment', 'point_of_interest']",ingenieria,,30,C
ChIJlV6NkZOpXZQRKZP-yzELbnI,BpuntoC Marketing,"M9MW+9H8, Dr. Carlos Centurion 1044, Asunción 1632, Paraguay",(021) 557 758,+595 21 557 758,,4.8,24,"['establishment', 'point_of_interest']",agencia marketing paraguay,,30,C
ChIJ-f8Pe5qoXZQRvFkqtoRDkeg,Keller Williams Paraguay,"Campos Cervera esq, Asunción 001412, Paraguay",0973 230000,+595 973 230000,https://kwparaguay.kw.com/,4.6,43,"['establishment', 'point_of_interest', 'real_estate_agency']",inmobiliaria paraguay,,30,C
ChIJj5Yc2jepXZQRH2cOQMrGDg8,EC INGENIERIA,"Concejal Vargas Esquina, Asunción 001406, Paraguay",0986 514114,+595 986 514114,https://www.ecingenieria.com.py/,5.0,10,"['establishment', 'point_of_interest']",ingenieria,,30,C
ChIJD3hjcV2oXZQRryDPVm90CU0,Sociedad Constructora Chaco,"Parirí 1013 casi, Asunción 001518, Paraguay",(021) 550 283,+595 21 550 283,http://www.scc.com.py/,4.6,44,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,30,C
ChIJGUOoyKCoXZQRRkyWWc2DGf8,InfoCasas Paraguay,"Doctor Luís Enrique Migone 1324 esquina, Asunción 001529, Paraguay",0986 901269,+595 986 901269,http://www.infocasas.com.py/,3.9,82,"['establishment', 'point_of_interest', 'real_estate_agency']",inmobiliaria paraguay,,30,C
ChIJnYysUfeoXZQRmnPeNTcvlRA,Sanatorium San Martin,"Av. República Argentina, Encarnación 001423, Paraguay",(021) 569 4500,+595 21 569 4500,,3.6,121,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,30,C
ChIJdwtclb2nXZQRHYgMf6Hrp7s,IPS- Centro de Atención Ambulatoria (CAA) Instituto de Prevision Social (IPS),"Santisimo Sacramento y, Asunción 001531, Paraguay",,,http://www.ips.gov.py/,4.3,97,"['establishment', 'health', 'point_of_interest']",clinica medica,,30,C
